Fecha,Hora,Bateria [Med] [V],Hum. Rel [Med] [%],Lluvia [Acu] [mm],Temp. Ai [Med] [°C],D.Viento [Med] [°],P.Rocio [Med] [°C],Evap. [Inc] [mm],R.Global1 [Med] [W/m2],V.Viento [Med] [Km/h]
9/27/2011,15:15:00,13.64,57.93,0,18.54,353.49,10.03,0,67.15,4.99
9/27/2011,15:30:00,13.64,58,0,18.14,83.42,9.65,0,67.42,9.62
9/27/2011,15:45:00,13.64,67.39,0,17.01,134.14,10.86,0,68.25,6.12
9/27/2011,16:00:00,13.64,68.68,0,16.75,66.31,10.9,0,47.99,4.66
9/27/2011,16:15:00,13.63,67.52,0,16.59,195.46,10.47,0,26.33,5.13
9/27/2011,16:30:00,13.63,74.12,0,15.68,218.2,11.04,0,25.12,4.34
9/27/2011,16:45:00,13.63,76.68,0,15.46,164.31,11.35,0,26.54,4.15
9/27/2011,17:00:00,13.63,77.59,0,15.37,210.34,11.44,0,30.91,4.76
9/27/2011,17:15:00,13.63,78.79,0,15.41,176.38,11.71,0,30.15,3.12
9/27/2011,17:30:00,13.62,79.11,0,15.32,158.92,11.69,0,24.29,2.87
9/27/2011,17:45:00,13.42,80.97,0,15.1,295.68,11.83,0,14.95,3.29
9/27/2011,18:00:00,13.05,83.94,0,14.72,306.16,12,-0.01,2.31,4.36
9/27/2011,18:15:00,12.96,84.82,0,14.49,306.34,11.94,-0.01,0,3.16
9/27/2011,18:30:00,12.95,85.7,0,14.3,332.43,11.91,0,0,4.13
9/27/2011,18:45:00,12.94,86.25,0,14.14,326.64,11.85,0,0,3.24
9/27/2011,19:00:00,12.95,86.23,0,14.11,340.92,11.82,0,0,2.5
9/27/2011,19:15:00,12.94,85.59,0,14.05,267.72,11.65,0,0,2.2
9/27/2011,19:30:00,12.94,86.25,0,13.94,306.11,11.66,0,0,2.34
9/27/2011,19:45:00,12.94,85.95,0,13.93,359.06,11.59,0,0,2.16
9/27/2011,20:00:00,12.93,85.34,0,14.05,143.34,11.6,0,0,2.01
9/27/2011,20:15:00,12.93,87.04,0,13.83,227.5,11.69,0,0,2.52
9/27/2011,20:30:00,12.93,88.47,0,13.76,219.75,11.87,0,0,1.45
9/27/2011,20:45:00,12.93,88.45,0,13.77,249.59,11.87,0,0,0.94
9/27/2011,21:00:00,12.92,88.15,0,13.79,250.68,11.85,0,0,1.52
9/27/2011,21:15:00,12.92,89.54,0,13.61,212.92,11.91,0,0,2.08
9/27/2011,21:30:00,12.92,89.86,0,13.62,308.62,11.96,0,0,0.94
9/27/2011,21:45:00,12.92,89.81,0,13.62,202.23,11.96,0,0,1.95
9/27/2011,22:00:00,12.92,89.13,0,13.55,319.17,11.78,0,0,2.11
9/27/2011,22:15:00,12.91,89.02,0,13.41,287.98,11.62,0,0,3.17
9/27/2011,22:30:00,12.91,84.12,0,13.63,21.61,10.96,0,0,4.26
9/27/2011,22:45:00,12.91,86.59,0,13.37,139.15,11.15,0,0,2.01
9/27/2011,23:00:00,12.9,88.03,0,13.02,101.19,11.06,0,0,2.57
9/27/2011,23:15:00,12.9,87.43,0,13.02,69.09,10.95,0,0,2.32
9/27/2011,23:30:00,12.9,87.04,0,12.82,138.24,10.7,0,0,2.89
9/27/2011,23:45:00,12.89,87.37,0,12.53,69.24,10.46,0,0,1.55
9/28/2011,0:00:00,12.91,88.92,0,12.29,180.3,10.49,0,0,2.63
9/28/2011,0:15:00,12.91,87.56,0,12.27,159.14,10.24,0,0,2.1
9/28/2011,0:30:00,12.88,86.78,0,12.35,152.06,10.18,0,0,1.76
9/28/2011,0:45:00,12.87,87.22,0,12.36,219.94,10.27,0,0,2.96
9/28/2011,1:00:00,12.87,88.22,0,12.05,136.96,10.13,0,0,3.84
9/28/2011,1:15:00,12.87,87.24,0,12.18,153.62,10.09,0,0,4.38
9/28/2011,1:30:00,12.86,86.34,0,12.37,139.27,10.13,0,0,4.17
9/28/2011,1:45:00,12.85,87.52,0,12.03,101.88,10,0,0,4.7
9/28/2011,2:00:00,12.85,87.77,0,12.13,88.93,10.14,0,0,4.61
9/28/2011,2:15:00,12.84,86.86,0,12.41,331.01,10.26,0,0,3.28
9/28/2011,2:30:00,12.83,89.09,0,11.93,177.46,10.16,0,0,2.67
9/28/2011,2:45:00,12.83,89.84,0,11.8,251.43,10.17,0,0,1.78
9/28/2011,3:00:00,12.82,90.08,0,11.81,122.31,10.21,0,0,2.37
9/28/2011,3:15:00,12.82,90.38,0,11.65,102.61,10.11,0,0,3.51
9/28/2011,3:30:00,12.81,90.43,0,11.57,103.23,10.04,0,0,2.3
9/28/2011,3:45:00,12.8,89.76,0,11.55,102.07,9.9,0,0,2.58
9/28/2011,4:00:00,12.79,88.96,0,11.33,91.6,9.56,0,0,1.99
9/28/2011,4:15:00,12.78,90.24,0,11,181.44,9.44,0,0,1.99
9/28/2011,4:30:00,12.77,89.93,0,10.76,107.37,9.16,0,0,3.16
9/28/2011,4:45:00,12.76,89.38,0,10.66,111.66,8.97,0,0,2.67
9/28/2011,5:00:00,12.75,89.24,0,10.62,76.46,8.9,0,0,2
9/28/2011,5:15:00,12.74,89.85,0,10.38,5.99,8.77,0,0,1.35
9/28/2011,5:30:00,12.73,90.65,0,10.01,161.52,8.53,0,0,1.17
9/28/2011,5:45:00,12.72,90.44,0,9.94,90.59,8.43,0,0,2.5
9/28/2011,6:00:00,12.72,90.31,0,9.98,86.19,8.45,0,3.92,2
9/28/2011,6:15:00,13.01,89.71,0,9.91,221.37,8.28,0,32.06,2.29
9/28/2011,6:30:00,13.55,91.73,0,9.94,149.49,8.64,0,65.31,2.12
9/28/2011,6:45:00,13.58,89.49,0,10.69,92.83,9.01,0,108.49,2.74
9/28/2011,7:00:00,13.59,79.83,0,12.91,99.92,9.46,0,225.06,3.47
9/28/2011,7:15:00,13.6,71.27,0,14.34,176.03,9.15,0.01,268.94,1.44
9/28/2011,7:30:00,13.6,66.95,0,15.3,137.02,9.14,0,315.64,2.36
9/28/2011,7:45:00,13.61,65.59,0,15.69,139.42,9.21,0,402.42,2.19
9/28/2011,8:00:00,13.61,63.35,0,16.03,127.28,9.01,-0.01,323.63,2.78
9/28/2011,8:15:00,13.61,63.59,0,16.03,199.17,9.06,0,420.76,2.36
9/28/2011,8:30:00,13.61,65.81,0,16.07,93.85,9.61,-0.01,356.41,3.82
9/28/2011,8:45:00,13.62,61.97,0,16.74,53.43,9.34,0,379.88,7.31
9/28/2011,9:00:00,13.62,57.27,0,17.69,42.56,9.07,0,516.01,11.59
9/28/2011,9:15:00,13.62,58.32,0,16.93,53.48,8.63,-0.01,312.17,11.54
9/28/2011,9:30:00,13.62,58.41,0,16.75,42.27,8.48,0,309.47,10.66
9/28/2011,9:45:00,13.62,57.64,0,17.26,18.64,8.77,0,413.19,10.67
9/28/2011,10:00:00,13.62,57.22,0,17.64,44.79,9.01,0,513.75,11.01
9/28/2011,10:15:00,13.62,56.29,0,17.88,47.15,8.99,-0.01,383.25,11.52
9/28/2011,10:30:00,13.63,58.31,0,17.46,49.82,9.13,0,291.52,11.19
9/28/2011,10:45:00,13.62,59.34,0,17.17,50.25,9.11,0,360.2,14.5
9/28/2011,11:00:00,13.62,58.83,0,17.72,54.3,9.5,0,537.45,14.59
9/28/2011,11:15:00,13.63,58.95,0,17.89,50.17,9.69,0,469.29,13.61
9/28/2011,11:30:00,13.63,58.08,0,18.13,49.42,9.69,0,481.52,11.78
9/28/2011,11:45:00,13.63,55.45,0,18.82,31.1,9.64,0,574.08,10.67
9/28/2011,12:00:00,13.63,54.61,0,18.79,40.21,9.39,-0.01,493.47,9.79
9/28/2011,12:15:00,13.63,55.51,0,18.68,36.24,9.53,0,342.39,10.73
9/28/2011,12:30:00,13.63,58.18,0,17.79,37.97,9.4,0,171.56,10.22
9/28/2011,12:45:00,13.63,60.77,0,17.35,59.1,9.64,0,116.79,11.21
9/28/2011,13:00:00,13.63,62.98,0,16.8,65.38,9.65,0,105.63,12.67
9/28/2011,13:15:00,13.63,63.1,0,16.62,62.25,9.51,0,122.66,12.1
9/28/2011,13:30:00,13.63,63.55,0,16.65,58.44,9.65,0,101.86,10.24
9/28/2011,13:45:00,13.63,67.39,0.2,16.44,73.34,10.31,0,120.03,7.9
9/28/2011,14:00:00,13.63,71.83,0.1,16.14,59.49,11,0,176.21,4.81
9/28/2011,14:15:00,13.63,73.05,0.1,16.32,65.63,11.44,0,225.52,7.53
9/28/2011,14:30:00,13.63,72.04,0.1,16.57,56.49,11.47,0,279.97,4.83
9/28/2011,14:45:00,13.63,71.97,0,16.95,318.11,11.8,0,307.86,4.42
9/28/2011,15:00:00,13.63,76.79,1.5,16.19,147.09,12.07,0,164.69,5.31
9/28/2011,15:15:00,13.63,84.66,4.1,14.72,93.46,12.14,-0.35,98.43,6.92
9/28/2011,15:30:00,13.63,86.08,0.9,14.87,74.26,12.54,-1.67,143.22,7.75
9/28/2011,15:45:00,13.63,82.13,0.1,15.17,57.88,12.11,-0.43,111.86,7.9
9/28/2011,16:00:00,13.62,80.02,0.1,15.21,110.77,11.75,-0.12,67.38,5.28
9/28/2011,16:15:00,13.62,83.82,0.3,14.94,297.68,12.2,-0.18,95.35,4.09
9/28/2011,16:30:00,13.62,84.2,0,15.05,85.97,12.38,-0.17,51.15,4.63
9/28/2011,16:45:00,13.62,76.14,0.1,14.83,48.02,10.61,-0.03,18.89,4.51
9/28/2011,17:00:00,13.55,84.79,0,14.41,157.08,11.85,-0.06,16.83,2.7
9/28/2011,17:15:00,13.15,89.16,0.1,14.08,214.57,12.31,-0.04,8.47,3.09
9/28/2011,17:30:00,13.01,87.68,0.6,13.49,273.15,11.46,-0.44,4.37,1.24
9/28/2011,17:45:00,12.96,88.66,0.8,13.44,211.97,11.58,-0.76,1.71,1.48
9/28/2011,18:00:00,12.95,89.29,0.8,13.35,319.45,11.61,-0.95,0.46,1.89
9/28/2011,18:15:00,12.94,90.59,0.5,13.22,302.68,11.7,-0.67,0.01,2.01
9/28/2011,18:30:00,12.94,91.29,0.6,13.14,265.38,11.74,-0.56,0,1.98
9/28/2011,18:45:00,12.94,91.93,0.5,13.12,313.56,11.82,-0.57,0,1.19
9/28/2011,19:00:00,12.93,92.23,0.3,13,228.27,11.75,-0.64,0,2.52
9/28/2011,19:15:00,12.93,92.51,0.2,12.85,227.09,11.65,-0.3,0.03,1.96
9/28/2011,19:30:00,12.93,93,0.1,12.87,230.57,11.76,-0.15,0,1.67
9/28/2011,19:45:00,12.93,93.01,0,12.8,236.43,11.68,-0.01,0.02,2.29
9/28/2011,20:00:00,12.92,92.82,0,12.65,236.35,11.51,0,0.03,1.23
9/28/2011,20:15:00,12.93,92.87,0,12.88,120.18,11.74,0,0,1.97
9/28/2011,20:30:00,12.92,92.69,0,12.88,233.98,11.72,0,0,1.16
9/28/2011,20:45:00,12.92,92,0,12.77,99.66,11.49,0,0.16,2.95
9/28/2011,21:00:00,12.92,89.28,0,12.7,84.87,10.96,0,0.06,4.17
9/28/2011,21:15:00,12.92,88.07,0,12.7,116.88,10.75,0,0,2.45
9/28/2011,21:30:00,12.92,89.44,0,12.56,116.92,10.85,0,0,3.4
9/28/2011,21:45:00,12.91,89.87,0,12.48,127.17,10.85,0,0,2.98
9/28/2011,22:00:00,12.91,90.03,0,12.51,21.44,10.9,0,0,1.02
9/28/2011,22:15:00,12.9,89.84,0,12.56,55.44,10.92,0,0,1.49
9/28/2011,22:30:00,12.9,89.17,0,12.51,87.44,10.76,0,0,2.23
9/28/2011,22:45:00,12.9,90.99,0,12.37,231.4,10.93,0,0,1.66
9/28/2011,23:00:00,12.89,90.63,0,12.28,121.39,10.78,0,0,2.25
9/28/2011,23:15:00,12.89,90.3,0,12.37,83.95,10.81,0,0,2.92
9/28/2011,23:30:00,12.89,90.09,0,12.44,78.11,10.84,0,0,2.62
9/28/2011,23:45:00,12.89,89.93,0,12.44,91.93,10.81,-0.01,0,2.5
9/29/2011,0:00:00,12.9,91.83,0,12.2,228.99,10.89,0,0,2.37
9/29/2011,0:15:00,12.9,92.57,0.1,12.17,101.89,10.99,0,0,4.32
9/29/2011,0:30:00,12.87,91.75,0,12.29,178.56,10.97,0,0,2.11
9/29/2011,0:45:00,12.87,91.94,0,12.27,121.04,10.99,0,0,1.14
9/29/2011,1:00:00,12.86,91.91,0,12.31,180.15,11.02,0,0,1.42
9/29/2011,1:15:00,12.86,91.8,0,12.27,206.21,10.96,0,0,0.83
9/29/2011,1:30:00,12.85,91.2,0,12.19,102.66,10.78,0,0,2.18
9/29/2011,1:45:00,12.84,91.31,0,12.11,70,10.72,0,0,1.87
9/29/2011,2:00:00,12.84,91.87,0,12.07,254.68,10.77,0,0,1.56
9/29/2011,2:15:00,12.83,92.79,0,11.89,188.65,10.75,0,0,1.4
9/29/2011,2:30:00,12.83,92.74,0,11.88,95.5,10.73,0,0,3.11
9/29/2011,2:45:00,12.82,91.58,0,11.95,104.85,10.61,0,0,3.36
9/29/2011,3:00:00,12.81,91.03,0,11.97,135.12,10.53,0,0,2.13
9/29/2011,3:15:00,12.8,91.1,0,11.88,98.61,10.45,0,0,2.41
9/29/2011,3:30:00,12.79,91.4,0,11.9,179.02,10.53,0,0,0.88
9/29/2011,3:45:00,12.78,91.72,0,11.72,217.63,10.41,0,0,1.56
9/29/2011,4:00:00,12.77,92.04,0,11.72,108.09,10.46,0,0,2.81
9/29/2011,4:15:00,12.76,92.26,0,11.77,190.46,10.54,0,0,1.34
9/29/2011,4:30:00,12.75,91.99,0,11.7,110.58,10.43,0,0,2
9/29/2011,4:45:00,12.74,91.83,0,11.55,89.39,10.25,0,0,3.41
9/29/2011,5:00:00,12.73,91.91,0,11.47,134.4,10.19,0,0,1.92
9/29/2011,5:15:00,12.72,92.28,0,11.29,332.74,10.07,0,0,1.26
9/29/2011,5:30:00,12.72,92.48,0,11.29,197.41,10.1,0,0.02,1.91
9/29/2011,5:45:00,12.71,91.52,0,11.14,144.48,9.79,0,0.06,2.15
9/29/2011,6:00:00,12.71,91.58,0,11.34,67.58,10,0,1.27,2.06
9/29/2011,6:15:00,12.72,91.56,0,11.51,88.23,10.17,0,7.23,1.94
9/29/2011,6:30:00,12.97,91.24,0,11.2,184.24,9.81,0,30.51,2.54
9/29/2011,6:45:00,13.52,90.27,0,11.28,169.04,9.73,0,55.97,2.02
9/29/2011,7:00:00,13.58,88.58,0,11.7,101.01,9.85,0,109.54,2.96
9/29/2011,7:15:00,13.59,86.2,0,13.07,81.1,10.79,0,179.56,1.9
9/29/2011,7:30:00,13.59,81.11,0,13.83,273,10.61,0,295.41,2.37
9/29/2011,7:45:00,13.6,77.81,0,14.09,239.16,10.23,0,427.57,3.75
9/29/2011,8:00:00,13.6,74.06,0,14.48,225.14,9.87,-0.01,408.74,3.81
9/29/2011,8:15:00,13.61,73.38,0,14.79,256.72,10.03,0,544.08,2.34
9/29/2011,8:30:00,13.62,68.59,0,15.86,203.6,10.04,0,598.39,2.64
9/29/2011,8:45:00,13.62,66.95,0,16.55,195.65,10.33,0,675.98,3.15
9/29/2011,9:00:00,13.62,64.42,0,16.61,201.11,9.81,0,471.19,2.15
9/29/2011,9:15:00,13.62,64.23,0,17.42,351.59,10.54,0,495.9,3.62
9/29/2011,9:30:00,13.62,70.16,0,16.28,248.98,10.78,0,471.28,4.93
9/29/2011,9:45:00,13.63,67.75,0,16.74,241.36,10.69,0,618.44,6.81
9/29/2011,10:00:00,13.63,64.03,0,17.15,192.77,10.22,0.01,736.1,4.19
9/29/2011,10:15:00,13.63,59.43,0,18.33,200.85,10.22,0,1027.65,4.18
9/29/2011,10:30:00,13.64,57.32,0,18.87,162.13,10.19,0.01,1027.11,4.87
9/29/2011,10:45:00,13.64,53.51,0,19.59,245.39,9.83,0,1026.11,5
9/29/2011,11:00:00,13.64,56.74,0,18.46,217.54,9.64,0,252.66,4.98
9/29/2011,11:15:00,13.64,57.69,0,18.4,209.09,9.84,0,317.42,4.25
9/29/2011,11:30:00,13.64,53.71,0,19.91,194.18,10.15,0.01,1018.15,5.7
9/29/2011,11:45:00,13.64,55.17,0,18.96,208.03,9.69,0.01,231.96,5.31
9/29/2011,12:00:00,13.64,56.97,0,19.55,138.05,10.73,0.06,595.03,4.56
9/29/2011,12:15:00,13.64,56.99,0,19.53,107.13,10.72,0.07,487.66,8.69
9/29/2011,12:30:00,13.65,54.94,0,19.83,176.4,10.45,0.03,580.26,4.54
9/29/2011,12:45:00,13.65,55.41,0,19.75,167.44,10.51,0.02,628.88,6.38
9/29/2011,13:00:00,13.65,55.23,0,19.26,159.86,10,0.05,294.14,4.74
9/29/2011,13:15:00,13.65,59.2,0,18.62,126.41,10.44,0.13,234.39,6.95
9/29/2011,13:30:00,13.65,59.57,0,18.69,145.26,10.61,0.06,425.66,7.51
9/29/2011,13:45:00,13.65,58.06,0,19.4,207.06,10.88,0.02,667.16,7.63
9/29/2011,14:00:00,13.66,57.69,0,19.52,182.34,10.9,0.02,671.95,6.79
9/29/2011,14:15:00,13.66,58.15,0,19,171.97,10.53,0.03,435.36,6.88
9/29/2011,14:30:00,13.65,61.56,0,17.75,234.24,10.21,0.05,221.04,8.03
9/29/2011,14:45:00,13.65,62.15,0,18,238.28,10.59,0.05,314.66,7.24
9/29/2011,15:00:00,13.64,63.9,0,17.88,232.78,10.89,0.08,338.35,9.72
9/29/2011,15:15:00,13.65,65,0,17.76,235.86,11.03,0.06,521.96,8.09
9/29/2011,15:30:00,13.65,61.59,0,18.33,289.2,10.76,0.03,530.59,6.46
9/29/2011,15:45:00,13.65,62.18,0,17.56,245.57,10.17,0.04,215.15,6.09
9/29/2011,16:00:00,13.65,67.6,0,16.93,285.79,10.85,0.05,172.17,7.78
9/29/2011,16:15:00,13.65,69.5,0,16.61,302.27,10.96,0.04,155.75,7.94
9/29/2011,16:30:00,13.64,71.29,0,16.27,259.61,11.02,0.08,112.99,5.57
9/29/2011,16:45:00,13.64,69.82,0,16.33,178.24,10.76,0.02,82.52,4.08
9/29/2011,17:00:00,13.64,66.82,0,16.47,201.56,10.23,0.03,137.93,3.56
9/29/2011,17:15:00,13.64,63.65,0,17.02,18.21,10.03,0.02,132.56,3.33
9/29/2011,17:30:00,13.54,69.49,0,16.13,329.54,10.49,0.02,30.23,5.91
9/29/2011,17:45:00,13.1,73.09,0,15.47,318.7,10.62,0.05,8.71,6.75
9/29/2011,18:00:00,12.99,75.13,0,15.19,317.89,10.78,0.03,3.13,5.5
9/29/2011,18:15:00,12.97,76.99,0,14.89,318.44,10.86,0.02,0.09,6.03
9/29/2011,18:30:00,12.96,78.88,0,14.65,336.85,10.99,0.03,0,5.4
9/29/2011,18:45:00,12.95,79.95,0,14.45,334.22,11,0.01,0,3.9
9/29/2011,19:00:00,12.95,80.63,0,14.19,338.99,10.87,0.03,0,2.59
9/29/2011,19:15:00,12.94,82.67,0,13.97,321.65,11.04,0.02,0,4.13
9/29/2011,19:30:00,12.94,83.75,0,13.76,325.82,11.03,0.01,0,2.56
9/29/2011,19:45:00,12.93,84.87,0,13.53,348.9,11.01,0.01,0,1.64
9/29/2011,20:00:00,12.93,85.27,0,13.59,323.45,11.14,0.01,0,2.19
9/29/2011,20:15:00,12.93,86.38,0,13.33,252.62,11.07,0.01,0,2.96
9/29/2011,20:30:00,12.92,88.52,0,13.2,230.06,11.33,0,0,2.15
9/29/2011,20:45:00,12.92,87.92,0,13.34,242.75,11.36,0,0,1.93
9/29/2011,21:00:00,12.92,88.34,0,13.26,271.69,11.36,0,0,2.4
9/29/2011,21:15:00,12.91,87.83,0,13.33,278.71,11.34,0,0,3
9/29/2011,21:30:00,12.91,87.93,0,13.2,280.9,11.23,0,0,3.02
9/29/2011,21:45:00,12.91,88.11,0,13.12,245.32,11.17,0,0,2.58
9/29/2011,22:00:00,12.91,88.99,0,13.02,242.6,11.23,0,0,1.55
9/29/2011,22:15:00,12.91,89.08,0,12.96,210.33,11.18,0,0,2
9/29/2011,22:30:00,12.9,90.01,0,12.81,243.76,11.19,0.01,0,2.8
9/29/2011,22:45:00,12.9,90.42,0,12.74,231.78,11.19,0,0,2.21
9/29/2011,23:00:00,12.89,90.89,0,12.71,238.86,11.24,0,0,1.67
9/29/2011,23:15:00,12.89,91.11,0,12.77,269.66,11.34,0,0,3.04
9/29/2011,23:30:00,12.89,91.32,0,12.68,227.43,11.28,0,0,2.4
9/29/2011,23:45:00,12.89,91.39,0,12.58,268.14,11.2,0,0,2.92
9/30/2011,0:00:00,12.9,91.71,0,12.55,273.79,11.22,0.01,0,3.43
9/30/2011,0:15:00,12.9,91.64,0,12.57,299.25,11.23,0,0,3.35
9/30/2011,0:30:00,12.88,91.26,0,12.45,271.95,11.05,0,0.01,3.21
9/30/2011,0:45:00,12.87,90.69,0,12.45,301.93,10.95,0,0,2.98
9/30/2011,1:00:00,12.87,90.43,0,12.42,334.56,10.88,0,0,2.96
9/30/2011,1:15:00,12.86,89.88,0,12.38,324.77,10.75,0,0,2.6
9/30/2011,1:30:00,12.86,89.7,0,12.38,321.27,10.72,0,0,2.45
9/30/2011,1:45:00,12.85,89.73,0,12.27,307.79,10.62,0,0,1.97
9/30/2011,2:00:00,12.85,90.02,0,12.2,321.79,10.59,0,0,2.33
9/30/2011,2:15:00,12.84,90.76,0,12.17,279.37,10.69,0,0,2.68
9/30/2011,2:30:00,12.84,91.47,0,11.93,231.19,10.56,0,0,2.8
9/30/2011,2:45:00,12.83,92.31,0,11.82,229.92,10.6,0,0,1.75
9/30/2011,3:00:00,12.82,92.55,0,11.86,288.39,10.67,0,0,1.18
9/30/2011,3:15:00,12.82,92.44,0,11.88,326.9,10.68,0,0,1.62
9/30/2011,3:30:00,12.81,92.46,0,11.88,267.42,10.69,0,0,2.01
9/30/2011,3:45:00,12.81,92.87,0,11.86,300.48,10.73,0,0,1.14
9/30/2011,4:00:00,12.8,92.83,0,11.93,281.19,10.79,0,0,2.3
9/30/2011,4:15:00,12.79,92.74,0,11.86,187.33,10.71,0,0,1.68
9/30/2011,4:30:00,12.79,92.74,0,11.94,283.3,10.78,0,0,1.87
9/30/2011,4:45:00,12.78,92.61,0,11.96,297.38,10.78,0,0,2.01
9/30/2011,5:00:00,12.77,92.64,0,11.62,238.45,10.45,0,0,2.65
9/30/2011,5:15:00,12.76,92.94,0,11.64,207,10.52,0,0,2.34
9/30/2011,5:30:00,12.75,92.76,0,11.73,243.86,10.58,0,0,2.74
9/30/2011,5:45:00,12.74,92.26,0,11.65,14.52,10.42,0,0,2.46
9/30/2011,6:00:00,12.74,92.11,0,11.58,40.45,10.32,0.01,2.52,1.71
9/30/2011,6:15:00,12.85,92.09,0,11.49,213.24,10.23,0,16.34,3.02
9/30/2011,6:30:00,13.14,91.9,0,11.35,192.46,10.07,0,31.68,2.83
9/30/2011,6:45:00,13.55,90.68,0,11.5,175.25,10.02,0,53.65,1.66
9/30/2011,7:00:00,13.58,88.3,0,11.78,92.19,9.89,0,66.53,2.37
9/30/2011,7:15:00,13.59,87.16,0,12.04,349.84,9.95,0,111.4,2.05
9/30/2011,7:30:00,13.59,81.3,0,13.42,196.13,10.24,0.02,282.57,1.42
9/30/2011,7:45:00,13.6,73.62,0,14.65,315.83,9.94,0.01,371.92,2.84
9/30/2011,8:00:00,13.61,71.51,0,14.95,264.63,9.78,0.02,481.91,3.31
9/30/2011,8:15:00,13.61,67.08,0,15.62,254.18,9.47,0,295.93,2.59
9/30/2011,8:30:00,13.61,70.88,0,14.65,237.97,9.37,0,353.92,4.37
9/30/2011,8:45:00,13.61,67.07,0,16.09,303.78,9.9,0,661.53,3.1
9/30/2011,9:00:00,13.62,60.07,0,17.48,221.45,9.58,0.02,694.49,3.54
9/30/2011,9:15:00,13.63,59.56,0,17.7,347.67,9.66,0.01,727.43,3.87
9/30/2011,9:30:00,13.63,59.55,0,17.7,235.68,9.66,0.01,519.96,4.28
9/30/2011,9:45:00,13.63,60.56,0,17.33,244.66,9.56,0.02,503.02,5.57
9/30/2011,10:00:00,13.63,57.34,0,18.03,211.67,9.4,0.02,618.13,4.27
9/30/2011,10:15:00,13.63,57.24,0,18.14,177.02,9.48,0.03,448.85,5.05
9/30/2011,10:30:00,13.63,58.03,0,17.77,231.96,9.35,0.02,306.32,4.85
9/30/2011,10:45:00,13.63,58.45,0,17.69,260.44,9.37,0.02,262.95,5.45
9/30/2011,11:00:00,13.63,56.16,0,18.52,289.94,9.56,0.04,556.63,3.22
9/30/2011,11:15:00,13.64,54.15,0,18.99,133.58,9.45,0.02,376.18,3.59
9/30/2011,11:30:00,13.63,52.01,0,19.24,220.84,9.08,0.13,538.44,3.85
9/30/2011,11:45:00,13.64,50.75,0,19.63,185.12,9.07,0.06,659.86,4.46
9/30/2011,12:00:00,13.64,52.89,0,18.87,248.74,8.97,0.02,176,5.45
9/30/2011,12:15:00,13.64,60.5,0,18.01,102.49,10.19,0.06,232.14,11.47
9/30/2011,12:30:00,13.64,60.96,0,18.24,120.03,10.53,0.16,256.23,7.61
9/30/2011,12:45:00,13.64,60.26,0,18.7,308.13,10.79,0.03,360.27,6.79
9/30/2011,13:00:00,13.64,58.86,0,18.93,38.9,10.65,0.03,304.64,5.65
9/30/2011,13:15:00,13.64,56.12,0,19.11,25.28,10.1,0.02,271.05,6.89
9/30/2011,13:30:00,13.64,56.01,0,19.6,125.19,10.52,0.01,692.24,6.48
9/30/2011,13:45:00,13.65,50.83,0,21.13,183.07,10.48,0.03,1175.5,6.92
9/30/2011,14:00:00,13.66,51.37,0,20.32,218.08,9.89,0.02,615.08,7.78
9/30/2011,14:15:00,13.66,56.06,0,19.66,235.2,10.6,0.04,678.78,9.71
9/30/2011,14:30:00,13.66,50.96,0,20.32,230.7,9.77,0.03,838.24,9.43
9/30/2011,14:45:00,13.66,49.12,0,20.84,243.08,9.71,0.03,974.69,10.58
9/30/2011,15:00:00,13.67,50.46,0,20.35,256.87,9.65,0.14,861.8,11.19
9/30/2011,15:15:00,13.67,52.85,0,19.74,264.57,9.78,0.06,527.03,10.53
9/30/2011,15:30:00,13.66,51.75,0,19.51,218.33,9.25,0.07,496.69,7.59
9/30/2011,15:45:00,13.66,54.79,0,18.27,208.84,8.95,0.09,238.44,7.27
9/30/2011,16:00:00,13.66,59.95,0,17.42,226.66,9.49,0.12,164,4.99
9/30/2011,16:15:00,13.65,63.61,0,17.13,115.69,10.11,0.09,113.47,5.27
9/30/2011,16:30:00,13.65,64.38,0,16.91,160.52,10.09,0.08,98.53,3.6
9/30/2011,16:45:00,13.64,65.85,0,16.6,190.59,10.13,0.09,60.59,3.84
9/30/2011,17:00:00,13.64,66.27,0,16.35,226.14,9.99,0.05,36.96,3.75
9/30/2011,17:15:00,13.63,67.53,0,16.02,287.66,9.96,0.09,19.27,4.36
9/30/2011,17:30:00,13.33,68.97,0,15.81,327.88,10.07,0.08,11.53,4.36
9/30/2011,17:45:00,13.05,71.5,0,15.37,336.1,10.19,0.06,4.46,4.88
9/30/2011,18:00:00,12.97,74.63,0,14.88,350.83,10.37,0.03,0.4,4.71
9/30/2011,18:15:00,12.96,76.16,0,14.73,318.02,10.54,0.02,0,4.72
9/30/2011,18:30:00,12.95,78.02,0,14.51,323.16,10.69,0,0,3.7
9/30/2011,18:45:00,12.95,80.82,0.1,14.19,294.07,10.91,-0.01,0,3.67
9/30/2011,19:00:00,12.94,81.86,0,13.94,333.6,10.86,-0.03,0,2.46
9/30/2011,19:15:00,12.94,81.53,0.1,13.88,39.67,10.74,-0.04,0,1.29
9/30/2011,19:30:00,12.93,82.67,0,13.84,278.41,10.91,-0.01,0,1.68
9/30/2011,19:45:00,12.93,83.5,0,13.82,315.28,11.05,-0.01,0,1.99
9/30/2011,20:00:00,12.93,83.52,0,13.84,28.92,11.07,-0.01,0,2.72
