Fecha,Hora,Bateria [Med] [V],Hum. Rel [Med] [%],Lluvia [Acu] [mm],Temp. Ai [Med] [°C],D.Viento [Med] [°],P.Rocio [Med] [°C],Evap. [Inc] [mm],R.Global1 [Med] [W/m2],V.Viento [Med] [Km/h]
01/01/2011,0:00:00,12.8,66.57,0,7.65,82.94,1.74,-0.05,0,2.76
01/01/2011,1:00:00,12.78,65.68,0,6.82,105.97,0.72,-0.04,0,2.98
01/01/2011,2:00:00,12.74,68.2,0,5.97,102.35,0.47,-0.04,0,3
01/01/2011,3:00:00,12.72,75.11,0,4.61,225,0.52,-0.01,0,1.58
01/01/2011,4:00:00,12.69,75.78,0,4.36,86.69,0.4,-0.01,0,2.29
01/01/2011,5:00:00,12.66,75.19,0,3.92,126.21,-0.13,-0.01,0,2.21
01/01/2011,6:00:00,12.63,78.81,0,3.1,161.96,-0.27,0,0,2.04
01/01/2011,7:00:00,12.65,76.33,0,3.36,156.78,-0.46,0,5.26,2.48
01/01/2011,8:00:00,13.32,67.72,0,5.2,106.58,-0.48,-0.05,160.95,1.86
01/01/2011,9:00:00,13.59,47.61,0,10.3,243.91,-0.47,-0.04,449.73,2.42
01/01/2011,10:00:00,13.61,33.88,0,15.02,213.37,-1.01,-0.01,666.21,2.7
01/01/2011,11:00:00,13.63,25.3,0,20.2,27.14,-0.4,-0.15,832.16,11.47
01/01/2011,12:00:00,13.64,17.79,0,21.57,25.2,-4.09,-0.19,934.74,13.98
01/01/2011,13:00:00,13.65,11.94,0,22.16,28.48,-8.68,-0.15,953.96,13.92
01/01/2011,14:00:00,13.67,9.26,0,22.75,22.99,-11.4,-0.33,894.99,13.04
01/01/2011,15:00:00,13.67,7.59,0,22.55,31.83,-13.98,-0.35,759.32,14.17
01/01/2011,16:00:00,13.67,10.06,0,21.59,34.7,-11.34,-0.57,538.08,14.69
01/01/2011,17:00:00,13.66,12.58,0,19.7,38.78,-9.95,-0.4,288.33,15.79
01/01/2011,18:00:00,13.35,14.52,0,16.96,39.6,-10.46,-0.32,48.07,12.65
01/01/2011,19:00:00,12.96,23.85,0,13.8,10.7,-6.74,-0.23,0,4.36
01/01/2011,20:00:00,12.91,33.8,0,11.58,124.26,-4.03,-0.05,0,3.41
01/01/2011,21:00:00,12.87,48.36,0,10.56,84.46,-0.06,-0.04,0,3.08
01/01/2011,22:00:00,12.84,50.76,0,9.56,100.16,-0.25,-0.06,0,3.45
01/01/2011,23:00:00,12.81,50.11,0,8.85,94.23,-1.09,-0.03,0,3.1
01/02/2011,0:00:00,12.79,47.17,0,8.02,115.81,-2.72,-0.07,0,2.82
01/02/2011,1:00:00,12.77,55.26,0,6.6,118.44,-1.84,-0.02,0,1.72
01/02/2011,2:00:00,12.74,60.11,0,5.74,179.12,-1.49,-0.01,0,1.55
01/02/2011,3:00:00,12.71,66.33,0,5.29,138.22,-0.57,-0.01,0,1.47
01/02/2011,4:00:00,12.69,70.71,0,5.41,123.32,0.44,-0.05,0,2
01/02/2011,5:00:00,12.66,74.64,0,5.07,121.52,0.88,0,0,1.45
01/02/2011,6:00:00,12.64,75.84,0,5.24,95.2,1.27,0,0,3.39
01/02/2011,7:00:00,12.65,72.89,0,6.52,106.81,1.95,-0.01,4.96,3.5
01/02/2011,8:00:00,13.32,68.07,0,8.71,111.89,3.01,-0.03,160.51,2.9
01/02/2011,9:00:00,13.59,50,0,13.68,45.66,3.32,-0.21,462.69,15.7
01/02/2011,10:00:00,13.61,49.21,0,15.3,39.81,4.61,-0.07,684.74,16.18
01/02/2011,11:00:00,13.62,48.96,0,16.85,41.48,5.97,-0.3,838.64,16.69
01/02/2011,12:00:00,13.63,49.12,0,17.33,32.23,6.46,-0.13,932.4,17.31
01/02/2011,13:00:00,13.64,51.21,0,17.31,13.45,7.06,-0.17,943.41,16.82
01/02/2011,14:00:00,13.65,48.12,0,17.88,30.3,6.65,-0.24,883.44,16.55
01/02/2011,15:00:00,13.65,44.6,0,18.44,32.69,6.08,-0.34,757.08,16.59
01/02/2011,16:00:00,13.65,48.4,0,17.79,30.11,6.67,-0.21,522.29,14.01
01/02/2011,17:00:00,13.64,58.37,0,15.41,35,7.17,-0.38,201.86,15.06
01/02/2011,18:00:00,13.34,65.95,0,13.79,18.21,7.46,-0.17,48.81,9.05
01/02/2011,19:00:00,12.96,73.53,0,12.48,14.5,7.82,-0.31,0,12.43
01/02/2011,20:00:00,12.92,76.69,0,11.8,24.87,7.79,-0.17,0,16.01
01/02/2011,21:00:00,12.89,75.71,0,11.48,31.6,7.29,-0.23,0,25.27
01/02/2011,22:00:00,12.87,76.33,0,11.24,31.99,7.19,-0.1,0,24.43
01/02/2011,23:00:00,12.85,79.45,0,11.07,10.34,7.61,-0.01,0,11.67
01/03/2011,0:00:00,12.84,78.16,0,11.05,0.56,7.35,0.07,0,13.04
01/03/2011,1:00:00,12.82,76.46,0,10.66,7.97,6.64,-0.01,0,7.63
01/03/2011,2:00:00,12.79,74.48,0,10.28,24.34,5.89,-0.03,0,7.64
01/03/2011,3:00:00,12.77,76.14,0,9.9,7.26,5.84,-0.02,0,9.48
01/03/2011,4:00:00,12.74,77.01,0,9.24,1.88,5.37,-0.02,0,8.31
01/03/2011,5:00:00,12.71,78.29,0,8.83,3.76,5.21,0,0,6.33
01/03/2011,6:00:00,12.68,79.18,0,8.14,38.85,4.7,-0.06,0,5.99
01/03/2011,7:00:00,12.73,78.79,0,8.07,41.27,4.56,0,6.54,7.2
01/03/2011,8:00:00,13.38,72.52,0,9.65,29.54,4.87,-0.01,166.87,11.35
01/03/2011,9:00:00,13.59,56.6,0,12.18,35.44,3.63,-0.1,471.06,15.74
01/03/2011,10:00:00,13.61,46.07,0,14.7,29.64,3.11,-0.1,699.34,15
01/03/2011,11:00:00,13.62,38.73,0,15.97,32.8,1.79,-0.03,854.37,18.98
01/03/2011,12:00:00,13.63,37.05,0,16.61,38.9,1.77,-0.14,945.07,22.51
01/03/2011,13:00:00,13.63,32.76,0,18.04,40.69,1.29,-0.3,952.91,19.15
01/03/2011,14:00:00,13.64,26.69,0,18.61,37.86,-1.05,-0.27,894.81,20.66
01/03/2011,15:00:00,13.65,25.31,0,18.05,39.83,-2.24,-0.44,754.67,21.5
01/03/2011,16:00:00,13.65,28.32,0,17.14,25.21,-1.53,-0.47,522.19,15.99
01/03/2011,17:00:00,13.64,36.34,0,14.86,18.29,-0.08,-0.37,291.43,17.53
01/03/2011,18:00:00,13.37,46.44,0,11.92,20.04,0.64,-0.45,47.84,17.91
01/03/2011,19:00:00,12.95,57.79,0,10.03,30.57,1.98,-0.32,0,15.91
01/03/2011,20:00:00,12.9,66.85,0,9.29,23.2,3.37,-0.1,0,15.24
01/03/2011,21:00:00,12.87,69.46,0,9.24,31.94,3.87,-0.15,0,18.23
01/03/2011,22:00:00,12.85,51.28,0,9.37,34.01,-0.41,-0.13,0,16.49
01/03/2011,23:00:00,12.83,39.4,0,9.46,27.62,-3.8,-0.08,0,15.45
01/04/2011,0:00:00,12.82,37.78,0,9.33,33.42,-4.49,-0.05,0,11.49
01/04/2011,1:00:00,12.8,50.07,0,8.52,23.18,-1.42,-0.01,0,11.37
01/04/2011,2:00:00,12.77,48.85,0,8.65,26.07,-1.64,-0.15,0,12.01
01/04/2011,3:00:00,12.75,41.52,0,8.47,12.24,-4,-0.08,0,6.81
01/04/2011,4:00:00,12.72,41.29,0,8.31,22.22,-4.21,-0.02,0,8.32
01/04/2011,5:00:00,12.69,46.34,0,8.45,27.73,-2.55,-0.04,0,10.26
01/04/2011,6:00:00,12.67,48.41,0,8.04,33.29,-2.31,-0.02,0,8.05
01/04/2011,7:00:00,12.76,52.06,0,6.44,26.08,-2.81,-0.01,11.17,2.97
01/04/2011,8:00:00,13.4,46.84,0,8.09,277,-2.8,0,165.45,3.85
01/04/2011,9:00:00,13.59,31.97,0,12.06,169.4,-4.42,-0.01,466.39,4.45
01/04/2011,10:00:00,13.61,22.99,0,14.01,37.38,-6.95,-0.09,706.82,14.7
01/04/2011,11:00:00,13.62,24.4,0,15.49,30.81,-4.89,-0.15,860.95,14.05
01/04/2011,12:00:00,13.63,20.56,0,17.14,28.13,-5.77,-0.15,949.19,13.21
01/04/2011,13:00:00,13.64,19.41,0,18.08,25.46,-5.72,-0.31,962.17,16.14
01/04/2011,14:00:00,13.65,22.12,0,18.88,21.21,-3.32,-0.24,895.78,16.05
01/04/2011,15:00:00,13.65,24.4,0,18.86,26.95,-2.02,-0.44,754.46,17.53
01/04/2011,16:00:00,13.65,27.93,0,18.47,21.35,-0.53,-0.35,517.3,15.6
01/04/2011,17:00:00,13.64,37.71,0,16.36,26.7,1.73,-0.34,170.59,13.66
01/04/2011,18:00:00,13.43,50.3,0,14,40.7,3.69,-0.16,52.27,12.9
01/04/2011,19:00:00,12.96,60.8,0,12.09,39.22,4.67,-0.21,0,12.17
01/04/2011,20:00:00,12.92,64.14,0,10.84,70.33,4.25,-0.13,0,4.42
01/04/2011,21:00:00,12.88,69.48,0,9.23,87.44,3.87,-0.01,0,3.12
01/04/2011,22:00:00,12.85,74.47,0,8.06,104.08,3.74,-0.01,0,2.88
01/04/2011,23:00:00,12.82,77.22,0,7.31,155.33,3.53,0,0,2.08
01/05/2011,0:00:00,12.8,83.46,0,6.06,167.07,3.43,0,0,2.15
01/05/2011,1:00:00,12.77,84.47,0,5.7,117.98,3.25,-0.01,0,2.03
01/05/2011,2:00:00,12.74,87.7,0,4.76,200.44,2.86,0,0,1.83
01/05/2011,3:00:00,12.72,90.24,0,4.08,185.62,2.61,0,0,1.59
01/05/2011,4:00:00,12.69,91.89,0,3.84,110.96,2.62,0,0,2.06
01/05/2011,5:00:00,12.65,92.26,0,3.31,107.24,2.16,-0.01,0,1.88
01/05/2011,6:00:00,12.62,93.37,0,2.94,163.25,1.96,0,0,2.49
01/05/2011,7:00:00,12.64,96.92,0,2.94,162.93,2.5,0,5.1,2.32
01/05/2011,8:00:00,13.3,93,0,3.03,235.48,1.98,0,146.26,1.9
01/05/2011,9:00:00,13.58,76.15,0,7.59,226.19,3.56,-0.01,431.33,2.38
01/05/2011,10:00:00,13.6,56.31,0,13.19,299.81,4.5,-0.02,653.39,2.89
01/05/2011,11:00:00,13.63,44.74,0,17.51,78.43,5.27,-0.07,829.91,5.88
01/05/2011,12:00:00,13.64,42.57,0,18.8,41.1,5.72,-0.15,848.18,11.38
01/05/2011,13:00:00,13.64,38.73,0,19.73,35.25,5.2,-0.08,832.03,11.37
01/05/2011,14:00:00,13.66,37.49,0,19.99,35.65,4.96,-0.13,666.44,10.76
01/05/2011,15:00:00,13.66,37.79,0,19.99,7.8,5.08,-0.21,605.3,10.91
01/05/2011,16:00:00,13.65,42.34,0,18.68,35.89,5.53,-0.28,294.97,12.97
01/05/2011,17:00:00,13.64,47.55,0,17.24,37.7,5.91,-0.26,162.86,13.18
01/05/2011,18:00:00,13.39,51.38,0,15.79,23.27,5.67,-0.13,46.09,8.42
01/05/2011,19:00:00,12.96,59.56,0,12.61,63.88,4.86,-0.1,0,5.54
01/05/2011,20:00:00,12.91,62.46,0,10.57,76.72,3.61,-0.08,0,4.43
01/05/2011,21:00:00,12.87,67.3,0,9.18,72.99,3.37,-0.05,0,4.49
01/05/2011,22:00:00,12.84,68.59,0,8.28,79.52,2.77,-0.04,0,3.77
01/05/2011,23:00:00,12.81,69.12,0,7.66,99.04,2.28,-0.04,0,3.41
01/06/2011,0:00:00,12.79,74.29,0,5.81,106.76,1.5,-0.02,0,2.64
01/06/2011,1:00:00,12.77,67.11,0,5.69,83.7,-0.04,-0.04,0,4.97
01/06/2011,2:00:00,12.74,66.06,0,4.6,88.04,-1.29,-0.01,0,3.22
01/06/2011,3:00:00,12.71,67.35,0,3.7,90.76,-1.9,-0.01,0,3.15
01/06/2011,4:00:00,12.67,71.87,0,2.81,80.11,-1.84,-0.01,0,3.89
01/06/2011,5:00:00,12.64,70.39,0,2.8,79.59,-2.13,0,0,3.36
01/06/2011,6:00:00,12.61,78.57,0,0.93,162.12,-2.44,0.01,0,1.6
01/06/2011,7:00:00,12.62,81.44,0,-0.02,176.74,-2.87,0.04,4.53,1.91
01/06/2011,8:00:00,13.3,71.84,0,1.55,266.81,-3.13,0,156.1,1.96
01/06/2011,9:00:00,13.58,48.52,0,6.57,230.83,-3.73,-0.01,450.93,2.76
01/06/2011,10:00:00,13.6,35.91,0,11.67,203.69,-3.13,-0.07,658.08,2.21
01/06/2011,11:00:00,13.62,26.25,0,17.24,33.32,-2.47,-0.15,844.91,8.83
01/06/2011,12:00:00,13.63,24.84,0,19.05,33.88,-1.6,-0.23,929.65,15.52
01/06/2011,13:00:00,13.64,23.42,0,19.64,36.31,-1.9,-0.17,936.01,17.56
01/06/2011,14:00:00,13.65,25.19,0,20.11,43.36,-0.51,-0.2,893.01,14.55
01/06/2011,15:00:00,13.66,23.33,0,20.06,39.85,-1.6,-0.41,764.82,14.58
01/06/2011,16:00:00,13.66,22.06,0,19.43,47.92,-2.89,-0.49,546.88,14.27
01/06/2011,17:00:00,13.65,27.36,0,18.15,38.62,-1.19,-0.24,302.97,12.13
01/06/2011,18:00:00,13.41,41.66,0,15.49,40.34,2.33,-0.26,50.39,9.91
01/06/2011,19:00:00,12.97,51.48,0,12.77,22.76,2.92,-0.1,0,5.84
01/06/2011,20:00:00,12.92,58.2,0,10.74,16.98,2.77,-0.1,0,4.55
01/06/2011,21:00:00,12.88,63.06,0,9.01,60.35,2.27,-0.08,0,3.28
01/06/2011,22:00:00,12.84,62.2,0,8.6,307.68,1.67,-0.07,0,4.45
01/06/2011,23:00:00,12.81,67.43,0,6.86,86.28,1.17,-0.03,0,4.26
01/07/2011,0:00:00,12.79,69.36,0,5.67,91.59,0.42,-0.01,0,2.81
01/07/2011,1:00:00,12.77,75.19,0,4.35,91.15,0.28,0,0,3.21
01/07/2011,2:00:00,12.73,78.12,0,5.12,42.25,1.56,-0.06,0,6.43
01/07/2011,3:00:00,12.71,74.48,0,5.66,49.23,1.41,-0.05,0,5.99
01/07/2011,4:00:00,12.69,74.55,0,4.66,76.36,0.46,-0.01,0,6.07
01/07/2011,5:00:00,12.66,80.35,0,2.71,103.13,-0.4,0,0,3.7
01/07/2011,6:00:00,12.62,81.71,0,1.99,115.66,-0.86,0,0,2.42
01/07/2011,7:00:00,12.63,87.09,0,0.55,174.85,-1.38,0.01,4.71,1.71
01/07/2011,8:00:00,13.3,82.81,0,1.98,96.22,-0.74,0.02,148.48,2.24
01/07/2011,9:00:00,13.58,61.11,0,7.17,216.15,-0.02,-0.03,449.56,2.58
01/07/2011,10:00:00,13.6,27.96,0,14.85,138.54,-5.33,-0.06,702.61,7.77
01/07/2011,11:00:00,13.62,12.5,0,18.36,49.2,-11.09,-0.38,855.62,15.85
01/07/2011,12:00:00,13.63,14.07,0,19.61,37.19,-8.62,-0.03,944.42,15.32
01/07/2011,13:00:00,13.64,15.01,0,20.77,50.04,-6.85,-0.18,954.49,15.18
01/07/2011,14:00:00,13.65,16.03,0,21.27,35.11,-5.6,-0.48,899.02,15.74
01/07/2011,15:00:00,13.66,14.42,0,21.57,44.11,-6.75,-0.38,766.68,15.27
01/07/2011,16:00:00,13.66,13.65,0,21.09,47.18,-7.82,-0.39,545.96,14.56
01/07/2011,17:00:00,13.66,16.96,0,20.05,38.34,-5.88,-0.34,297.84,11.96
01/07/2011,18:00:00,13.43,26.26,0,17.42,36.84,-2.46,-0.24,52.4,10.07
01/07/2011,19:00:00,12.98,38.9,0,13.51,58.46,-0.36,-0.16,0,6.87
01/07/2011,20:00:00,12.92,43.1,0,11.19,72.07,-1.03,-0.05,0,3.86
01/07/2011,21:00:00,12.88,44.98,0,9.51,79.61,-1.98,-0.06,0,4.15
01/07/2011,22:00:00,12.84,49.83,0,8.4,71.51,-1.59,-0.03,0,3.9
01/07/2011,23:00:00,12.81,54.17,0,7.4,78.32,-1.38,-0.05,0,3.24
01/08/2011,0:00:00,12.79,61.26,0,5.86,121.17,-1.12,-0.02,0,1.88
01/08/2011,1:00:00,12.76,68.44,0,4.41,136.36,-0.97,-0.01,0,2.67
01/08/2011,2:00:00,12.73,68.27,0,4.39,105.52,-1.03,-0.05,0,2.82
01/08/2011,3:00:00,12.71,70.37,0,4.2,105.03,-0.78,-0.01,0,2.56
01/08/2011,4:00:00,12.68,77.09,0,2.84,233.56,-0.83,0,0,1.77
01/08/2011,5:00:00,12.65,81.04,0,2.19,182.17,-0.77,-0.01,0,1.45
01/08/2011,6:00:00,12.61,81.71,0,1.88,165.5,-0.96,0,0,1.87
01/08/2011,7:00:00,12.66,81.51,0,1.73,181.26,-1.14,0,6.68,2.12
01/08/2011,8:00:00,13.38,75,0,3.66,177.89,-0.54,-0.03,147.76,1.58
01/08/2011,9:00:00,13.58,52.02,0,9.04,236.61,-0.43,-0.01,440.45,2.17
01/08/2011,10:00:00,13.61,38.58,0,14.38,223.37,0.28,0,661.84,2.9
01/08/2011,11:00:00,13.63,27.3,0,19.14,313.73,-0.41,-0.04,829.52,5.87
01/08/2011,12:00:00,13.64,16.61,0,21.5,49.9,-4.97,-0.15,936.51,12.66
01/08/2011,13:00:00,13.65,17.25,0,21.89,42.18,-4.13,-0.2,928.1,13.34
01/08/2011,14:00:00,13.67,18.96,0,22.42,35.6,-2.44,-0.24,876.72,11.88
01/08/2011,15:00:00,13.67,20.31,0,22.56,41.75,-1.38,-0.33,745.23,11.72
01/08/2011,16:00:00,13.67,20.5,0,21.93,33.39,-1.91,-0.46,516.63,10.02
01/08/2011,17:00:00,13.66,44.99,0,18.8,262.16,6.41,-0.35,197.86,7.7
01/08/2011,18:00:00,13.44,61.11,0,15.53,273.56,7.91,-0.16,43.38,5.64
01/08/2011,19:00:00,12.96,79.53,0,12.32,301.25,8.83,-0.1,0.02,3.87
01/08/2011,20:00:00,12.92,80.19,0,11.31,232.19,7.97,-0.05,0,2.28
01/08/2011,21:00:00,12.88,73.1,0,10.16,89.83,5.5,-0.07,0,3.63
01/08/2011,22:00:00,12.85,71.42,0,9.57,92.61,4.59,-0.11,0,3.78
01/08/2011,23:00:00,12.83,79.33,0,8.19,87.75,4.75,-0.05,0,3.5
01/09/2011,0:00:00,12.81,89.73,0,6.65,37.91,5.06,-0.05,0,2.48
01/09/2011,1:00:00,12.78,94.12,0,5.24,269.59,4.36,-0.02,0,1.39
01/09/2011,2:00:00,12.75,95.12,0,4.06,132.94,3.34,-0.04,0,1.89
01/09/2011,3:00:00,12.72,91.89,0,3.22,195.02,2.01,-0.07,0,2.43
01/09/2011,4:00:00,12.69,90.45,0,2.74,134.58,1.31,0,0,3.26
01/09/2011,5:00:00,12.66,95.81,0,2.11,263.62,1.5,0,0,1.35
01/09/2011,6:00:00,12.63,96.54,0,1.15,188.77,0.65,0,0,1.88
01/09/2011,7:00:00,12.64,95.86,0,0.53,207.94,-0.06,0,4.73,1.46
01/09/2011,8:00:00,13.3,92.41,0,1.97,215.71,0.83,0,148.42,1.86
01/09/2011,9:00:00,13.58,71.83,0,6.56,243.54,1.71,-0.02,442.47,2.48
01/09/2011,10:00:00,13.6,51.27,0,12.18,269.94,2.22,-0.01,679.75,3.19
01/09/2011,11:00:00,13.62,32.52,0,16.56,288.63,-0.15,-0.05,827.59,5.62
01/09/2011,12:00:00,13.64,25.43,0,19.05,242.1,-1.33,-0.05,924.65,6.6
01/09/2011,13:00:00,13.65,19.99,0,20.85,226.55,-3.29,-0.12,939.29,8.02
01/09/2011,14:00:00,13.66,15.51,0,22.3,178.32,-5.37,-0.29,904.08,7.68
01/09/2011,15:00:00,13.67,27.12,0,22.09,103.92,2.1,-0.45,748.87,8.77
01/09/2011,16:00:00,13.67,40.57,0,20.38,88.76,6.37,-0.34,528.65,10.95
01/09/2011,17:00:00,13.66,50.82,0,18.39,88.92,7.94,-0.27,285.02,9.73
01/09/2011,18:00:00,13.44,52.44,0,16.24,269.52,6.39,-0.15,43.87,4.91
01/09/2011,19:00:00,12.97,64.02,0,13.52,331.54,6.76,-0.11,0,3.08
01/09/2011,20:00:00,12.92,68.14,0,11.46,81.55,5.73,-0.09,0,2.11
01/09/2011,21:00:00,12.88,67.9,0,10.17,88.98,4.44,-0.09,0,2.48
01/09/2011,22:00:00,12.85,71.83,0,8.66,106.02,3.8,-0.05,0,2.41
01/09/2011,23:00:00,12.81,62.24,0,8.84,94.72,1.9,-0.08,0,3.27
01/10/2011,0:00:00,12.79,66.3,0,6.97,143.08,1.02,-0.01,0,1.87
01/10/2011,1:00:00,12.77,68.94,0,5.89,91.29,0.55,-0.04,0,2.64
01/10/2011,2:00:00,12.74,65.6,0,5.48,103.8,-0.55,-0.04,0,4.21
01/10/2011,3:00:00,12.71,67,0,4.58,104.28,-1.1,-0.04,0,2.33
01/10/2011,4:00:00,12.68,67.98,0,3.94,108.53,-1.52,-0.01,0,2.78
01/10/2011,5:00:00,12.66,70.24,0,3.35,93.99,-1.63,0,0,2.39
01/10/2011,6:00:00,12.62,71.25,0,2.76,120.11,-2,0,0,2.57
01/10/2011,7:00:00,12.63,72.75,0,2.45,119.89,-2.01,0,4.27,2.16
01/10/2011,8:00:00,13.28,67.35,0,4.17,125.16,-1.57,-0.07,146.42,2.28
01/10/2011,9:00:00,13.59,45.36,0,9.73,215.97,-1.66,-0.05,447.62,2.59
01/10/2011,10:00:00,13.61,23.22,0,16.64,41.1,-6.8,-0.1,699.61,8.79
01/10/2011,11:00:00,13.63,8.83,0,20.52,38.95,-13.67,-0.17,855.18,15.39
01/10/2011,12:00:00,13.64,11.66,0,21.12,30.44,-9.89,-0.18,941.12,16.23
01/10/2011,13:00:00,13.65,14.84,0,21.73,26.45,-6.22,-0.28,938.03,15.13
01/10/2011,14:00:00,13.66,17.77,0,21.9,34.91,-3.72,-0.37,881.16,13.99
01/10/2011,15:00:00,13.67,20.65,0,21.7,35.09,-1.87,-0.36,746.26,14.45
01/10/2011,16:00:00,13.66,20.09,0,21.06,26.54,-2.76,-0.42,524.01,14.64
01/10/2011,17:00:00,13.66,21.01,0,19.32,38.86,-3.63,-0.59,293.25,15.53
01/10/2011,18:00:00,13.42,25.27,0,16.93,61.35,-3.22,-0.31,51.29,9.83
01/10/2011,19:00:00,12.97,32.56,0,14.54,259.26,-1.93,-0.07,0,4.02
01/10/2011,20:00:00,12.92,42.6,0,12.7,57.09,0.14,-0.1,0,3.97
01/10/2011,21:00:00,12.88,51.05,0,10.86,89.64,1.02,-0.08,0,3.33
01/10/2011,22:00:00,12.85,56.21,0,9.64,102.99,1.24,-0.06,0,2.67
01/10/2011,23:00:00,12.82,59.77,0,8.5,118.67,1.02,-0.05,0,3.89
01/11/2011,0:00:00,12.8,65.21,0,7.83,101.44,1.61,-0.09,0,3.71
01/11/2011,1:00:00,12.78,69.11,0,7.16,115.07,1.81,-0.04,0,3.23
01/11/2011,2:00:00,12.75,66.23,0,6.98,90.25,1.03,0,0,2.87
01/11/2011,3:00:00,12.73,67.51,0,6.45,94.31,0.79,-0.02,0,3.16
01/11/2011,4:00:00,12.7,67.28,0,6.43,87.51,0.73,-0.04,0,3.33
01/11/2011,5:00:00,12.68,72.13,0,6.12,112.32,1.41,0,0,2.88
01/11/2011,6:00:00,12.65,76.14,0,6.96,73.32,2.99,-0.01,0,4.17
01/11/2011,7:00:00,12.67,76.22,0,6.74,96.38,2.79,-0.03,4.55,3.16
01/11/2011,8:00:00,13.31,69.76,0,8.71,96.63,3.3,0,138.03,3.9
01/11/2011,9:00:00,13.59,51.47,0,13,172.13,3.05,0,427.56,3.84
01/11/2011,10:00:00,13.61,48.49,0,16.54,25.88,5.55,-0.21,707.77,14.49
01/11/2011,11:00:00,13.63,49.62,0,17.38,26.32,6.66,-0.1,835.55,14.09
01/11/2011,12:00:00,13.63,48.87,0,18.25,28.15,7.24,-0.11,937.83,14.44
01/11/2011,13:00:00,13.64,44.76,0,19.17,35.41,6.77,-0.13,883.05,13.8
01/11/2011,14:00:00,13.65,41.64,0,19.48,31.55,6.01,-0.27,733.95,15.53
01/11/2011,15:00:00,13.65,43.52,0,18.95,36.27,6.16,-0.39,590.38,15.4
01/11/2011,16:00:00,13.65,46.37,0,18.18,28.34,6.4,-0.37,458.13,15.85
01/11/2011,17:00:00,13.65,61.11,0.3,16.41,35.05,8.65,-0.21,271.63,12.95
01/11/2011,18:00:00,13.46,71.1,0,14.16,30.72,8.94,0.02,46.41,12.31
01/11/2011,19:00:00,12.96,74.94,0,13.13,30.5,8.74,-0.13,0.01,18.21
01/11/2011,20:00:00,12.92,78.29,0,12.32,32.41,8.61,-0.26,0,20.53
01/11/2011,21:00:00,12.89,78.67,0,12.02,31.29,8.39,-0.13,0,20.35
01/11/2011,22:00:00,12.87,75.57,0,11.24,33.56,7.03,-0.15,0,25.97
01/11/2011,23:00:00,12.85,76.54,0.1,10.59,37.5,6.59,-0.04,0,26.76
01/12/2011,0:00:00,12.84,77.09,0,10.46,36.98,6.57,-0.02,0,25.61
01/12/2011,1:00:00,12.82,69.82,0,9.86,36.79,4.54,-0.05,0,16.56
01/12/2011,2:00:00,12.79,74.22,0,9.18,26.95,4.77,-0.01,0,11.68
01/12/2011,3:00:00,12.77,79.09,0,9.41,35.11,5.92,-0.01,0,14.5
01/12/2011,4:00:00,12.75,81.23,0,9.68,35.47,6.58,-0.02,0,18.69
01/12/2011,5:00:00,12.72,81.82,0,9.99,29.02,6.99,0,0,12.58
01/12/2011,6:00:00,12.7,87.02,0.1,9.46,25.8,7.38,0.08,0,14.69
01/12/2011,7:00:00,12.72,85.67,0.1,9.64,23.31,7.32,0.12,5.21,18.84
01/12/2011,8:00:00,13.43,85.82,0,9.93,33.95,7.64,-0.01,60.17,19.38
01/12/2011,9:00:00,13.58,86.41,0.8,10.66,28.03,8.45,0.3,275.39,19.62
01/12/2011,10:00:00,13.59,83.2,0.8,11.64,26.18,8.85,0.59,625.14,21.62
01/12/2011,11:00:00,13.6,80.67,0.6,11.77,33.2,8.5,0.57,779.26,25.19
01/12/2011,12:00:00,13.61,71.25,0,12.78,34.97,7.65,-0.03,825.09,27.02
01/12/2011,13:00:00,13.61,70.39,0,12.9,37.97,7.58,-0.18,737.9,28.19
01/12/2011,14:00:00,13.61,65.8,0,13.31,35.94,6.96,-0.18,815.87,26.5
01/12/2011,15:00:00,13.62,64.04,0,13.52,31.24,6.78,-0.37,712.12,24.47
01/12/2011,16:00:00,13.62,66.07,0,12.73,36.23,6.48,-0.27,470.84,25.48
01/12/2011,17:00:00,13.62,69.11,0,11.48,36.17,5.92,-0.25,153.22,23.77
01/12/2011,18:00:00,13.36,75.88,0,10.21,35.96,6.08,-0.2,22.14,23.52
01/12/2011,19:00:00,12.95,85.55,0.3,9.54,32.5,7.2,-0.01,0.02,21.14
01/12/2011,20:00:00,12.91,86.41,0.2,8.95,34.52,6.77,0.08,0.01,28.19
01/12/2011,21:00:00,12.89,82.99,0,8.99,32.46,6.22,-0.02,0,25.64
01/12/2011,22:00:00,12.87,85.95,0.1,8.95,29.08,6.7,-0.04,0,22.11
01/12/2011,23:00:00,12.85,88.4,0.3,8.8,25.64,6.97,0.19,0,16.18
1/13/2011,0:00:00,12.84,86.06,0.6,8.53,35.21,6.3,0.13,0.04,24.32
1/13/2011,1:00:00,12.82,81.7,0,7.59,37.72,4.62,0.1,0,27.19
1/13/2011,2:00:00,12.79,79.55,0,7.21,38.42,3.86,-0.03,0,22.59
1/13/2011,3:00:00,12.76,76.82,0,7.06,36.76,3.22,-0.02,0,17.07
1/13/2011,4:00:00,12.72,73.75,0,7.1,35.14,2.67,-0.01,0,13.83
1/13/2011,5:00:00,12.69,76.73,0,7.56,32.56,3.68,0,0,16.49
1/13/2011,6:00:00,12.67,84.22,0,8.35,30.53,5.8,0.01,0,20.18
